Index,STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,"Less than a high school diploma, 2009-2013","High school diploma only, 2009-2013","Some college or associate's degree, 2009-2013","Bachelor's degree or higher, 2009-2013","Percent of adults with less than a high school diploma, 2009-2013","Percent of adults with a high school diploma only, 2009-2013","Percent of adults completing some college or associate's degree, 2009-2013","Percent of adults with a bachelor's degree or higher, 2009-2013",Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Median_Household_Income_2013
Illinois-Montgomery County,Illinois,Montgomery County,17,135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"3,155","8,875","6,597","2,569",15,42,31,12,"12,597","11,211","1,386",11,"12,283","11,203","1,080",9,"42,614"
Illinois-Morgan County,Illinois,Morgan County,17,137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"2,897","9,921","6,416","5,026",12,41,26,21,"17,413","16,016","1,397",8,"17,199","16,139","1,060",6,"48,223"
Illinois-Moultrie County,Illinois,Moultrie County,17,139,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1,510","4,002","3,165","1,422",15,40,31,14,"7,091","6,575",516,7,"7,062","6,676",386,6,"47,645"
Illinois-Ogle County,Illinois,Ogle County,17,141,0,2,1,3,5,6,3,6,5,4,5,3,7,3,5,"3,987","12,608","12,187","7,136",11,35,34,20,"25,778","23,214","2,564",10,"25,530","23,579","1,951",8,"51,334"
Illinois-Peoria County,Illinois,Peoria County,17,143,0,0,1,1,0,3,3,2,2,3,2,5,5,4,7,"12,392","36,454","38,795","35,569",10,30,31,29,"93,518","84,404","9,114",10,"91,630","84,525","7,105",8,"49,827"
Illinois-Perry County,Illinois,Perry County,17,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,"2,375","5,390","5,351","2,197",16,35,35,14,"8,997","7,992","1,005",11,"8,857","8,092",765,9,"41,931"
Illinois-Piatt County,Illinois,Piatt County,17,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,"3,997","3,671","3,068",7,35,32,26,"8,375","7,766",609,7,"8,394","7,909",485,6,"66,279"
Illinois-Pike County,Illinois,Pike County,17,149,2,2,2,1,0,1,0,5,0,2,0,0,1,1,0,"1,570","5,057","3,129","1,528",14,45,28,14,"7,683","7,104",579,8,"7,798","7,347",451,6,"39,430"
Illinois-Pope County,Illinois,Pope County,17,151,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,400,"1,175","1,211",434,12,36,38,13,"1,830","1,660",170,9,"1,800","1,653",147,8,"38,676"
Illinois-Pulaski County,Illinois,Pulaski County,17,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,"1,473","1,350",498,20,36,33,12,"2,212","1,937",275,12,"2,164","1,940",224,10,"34,828"
Illinois-Putnam County,Illinois,Putnam County,17,155,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,476,"1,647","1,526",600,11,39,36,14,"3,057","2,748",309,10,"3,047","2,808",239,8,"58,438"
Illinois-Randolph County,Illinois,Randolph County,17,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4,255","9,849","6,936","2,815",18,41,29,12,"14,373","13,154","1,219",9,"14,130","13,177",953,7,"44,991"
Illinois-Richland County,Illinois,Richland County,17,159,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,064","3,855","4,081","2,305",9,34,36,20,"7,383","6,748",635,9,"7,141","6,658",483,7,"41,985"
Illinois-Rock Island County,Illinois,Rock Island County,17,161,0,1,2,5,2,1,1,3,2,4,2,1,1,5,3,"12,706","32,125","34,065","21,946",13,32,34,22,"73,532","67,413","6,119",8,"73,101","67,942","5,159",7,"48,160"
Illinois-St. Clair County,Illinois,St. Clair County,17,163,0,0,0,1,0,0,0,0,0,1,1,0,2,2,0,"18,488","49,913","63,828","44,678",10,28,36,25,"127,677","115,027","12,650",10,"126,821","116,777","10,044",8,"48,343"
Illinois-Saline County,Illinois,Saline County,17,165,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"2,597","5,471","6,620","2,503",15,32,39,15,"11,241","10,055","1,186",11,"10,909","10,020",889,8,"39,281"
Illinois-Sangamon County,Illinois,Sangamon County,17,167,1,0,1,0,2,0,0,0,1,3,0,1,1,0,0,"10,738","38,155","42,215","43,884",8,28,31,33,"103,924","96,185","7,739",7,"103,918","97,676","6,242",6,"55,255"
Illinois-Schuyler County,Illinois,Schuyler County,17,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,"2,078","1,738","1,009",11,38,32,19,"3,491","3,207",284,8,"3,541","3,310",231,7,"49,808"
Illinois-Scott County,Illinois,Scott County,17,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,"1,736","1,071",507,10,47,29,14,"2,604","2,372",232,9,"2,571","2,395",176,7,"46,004"
Illinois-Shelby County,Illinois,Shelby County,17,173,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"1,611","6,687","5,158","2,263",10,43,33,14,"10,301","9,384",917,9,"10,109","9,407",702,7,"50,569"
Illinois-Stark County,Illinois,Stark County,17,175,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,508,"1,670","1,317",699,12,40,31,17,"2,883","2,606",277,10,"2,833","2,620",213,8,"52,428"
Illinois-Stephenson County,Illinois,Stephenson County,17,177,0,2,1,1,0,0,0,0,2,2,1,2,0,0,1,"3,484","12,226","11,412","5,906",11,37,35,18,"22,744","20,575","2,169",10,"22,265","20,594","1,671",8,"42,897"
Illinois-Tazewell County,Illinois,Tazewell County,17,179,1,0,0,0,0,1,0,2,1,0,5,3,2,5,3,"7,819","31,448","32,449","22,201",8,33,35,24,"69,053","63,041","6,012",9,"67,781","63,155","4,626",7,"57,544"
Illinois-Union County,Illinois,Union County,17,181,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"2,004","4,037","3,923","2,507",16,32,31,20,"7,377","6,542",835,11,"7,223","6,573",650,9,"42,799"
Illinois-Vermilion County,Illinois,Vermilion County,17,183,0,0,0,1,0,0,0,0,0,0,1,2,1,7,2,"7,769","21,760","17,388","7,585",14,40,32,14,"36,050","32,199","3,851",11,"35,643","32,584","3,059",9,"44,085"
Illinois-Wabash County,Illinois,Wabash County,17,185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,879,"2,704","3,261","1,383",11,33,40,17,"5,644","5,211",433,8,"5,558","5,219",339,6,"47,351"
Illinois-Warren County,Illinois,Warren County,17,187,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,"1,407","4,091","3,622","2,413",12,35,31,21,"8,817","8,162",655,7,"8,714","8,198",516,6,"45,770"
Illinois-Washington County,Illinois,Washington County,17,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,059","3,318","3,831","2,123",10,32,37,21,"8,912","8,352",560,6,"9,069","8,627",442,5,"53,967"
Illinois-Wayne County,Illinois,Wayne County,17,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1,585","4,139","4,543","1,369",14,36,39,12,"7,882","7,260",622,8,"7,685","7,171",514,7,"42,896"
Illinois-White County,Illinois,White County,17,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,524","3,367","4,073","1,490",15,32,39,14,"7,029","6,480",549,8,"7,042","6,616",426,6,"42,621"
Illinois-Whiteside County,Illinois,Whiteside County,17,195,0,1,0,1,0,0,0,0,2,0,1,0,1,8,4,"5,033","14,862","13,687","6,474",13,37,34,16,"29,396","26,786","2,610",9,"28,598","26,570","2,028",7,"50,489"
Illinois-Will County,Illinois,Will County,17,197,0,3,2,4,7,5,11,8,7,4,6,6,8,13,14,"40,886","117,027","132,951","138,985",10,27,31,32,"358,969","324,147","34,822",10,"357,282","330,751","26,531",7,"74,669"
Illinois-Williamson County,Illinois,Williamson County,17,199,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"5,163","13,487","17,265","10,442",11,29,37,23,"30,977","28,158","2,819",9,"30,556","28,309","2,247",7,"44,041"
Illinois-Winnebago County,Illinois,Winnebago County,17,201,2,3,5,5,2,9,2,11,4,14,11,9,8,7,8,"27,076","66,533","60,829","41,619",14,34,31,21,"143,149","128,058","15,091",11,"142,408","130,532","11,876",8,"47,214"
Illinois-Woodford County,Illinois,Woodford County,17,203,0,1,0,0,1,0,0,1,1,2,1,1,1,0,1,"1,795","8,244","8,553","7,076",7,32,33,28,"19,922","18,490","1,432",7,"19,635","18,535","1,100",6,"67,036"
Illinois-Illinois,Illinois,Illinois,17,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,082,381","2,308,986","2,442,576","2,675,796",13,27,29,31,"6,554,978","5,960,851","594,127",9,"6,524,579","6,064,216","460,363",7,"56,212"
Indiana-Adams County,Indiana,Adams County,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,"3,274","9,056","5,450","3,074",16,43,26,15,"15,920","14,937",983,6,"16,386","15,612",774,5,"48,001"
Indiana-Allen County,Indiana,Allen County,18,3,2,1,0,2,2,2,0,2,1,3,2,3,0,2,2,"25,146","69,183","74,353","60,123",11,30,32,26,"174,352","161,217","13,135",8,"175,530","165,370","10,160",6,"45,587"
Indiana-Bartholomew County,Indiana,Bartholomew County,18,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"5,688","18,260","14,402","13,858",11,35,28,27,"41,649","39,143","2,506",6,"42,798","40,892","1,906",5,"54,341"
Indiana-Benton County,Indiana,Benton County,18,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,661,"2,782","1,551",950,11,47,26,16,"4,477","4,151",326,7,"4,561","4,311",250,6,"49,318"
Indiana-Blackford County,Indiana,Blackford County,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,233","4,486","2,240",866,14,51,25,10,"5,448","4,907",541,10,"5,297","4,902",395,8,"39,373"
Indiana-Boone County,Indiana,Boone County,18,11,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2,"2,478","10,761","9,207","15,572",7,28,24,41,"31,134","29,339","1,795",6,"31,774","30,346","1,428",5,"68,047"
Indiana-Brown County,Indiana,Brown County,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1,439","4,280","3,064","2,342",13,38,28,21,"7,324","6,781",543,7,"7,461","7,011",450,6,"51,074"
Indiana-Carroll County,Indiana,Carroll County,18,15,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"1,698","5,751","4,134","2,199",12,42,30,16,"9,922","9,219",703,7,"10,082","9,550",532,5,"52,587"
Indiana-Cass County,Indiana,Cass County,18,17,0,0,1,0,0,1,2,0,0,0,2,0,2,1,3,"4,378","11,117","6,853","3,562",17,43,26,14,"17,688","16,327","1,361",8,"17,831","16,795","1,036",6,"41,611"
Indiana-Clark County,Indiana,Clark County,18,19,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,"10,479","26,860","24,292","14,322",14,35,32,19,"56,291","52,398","3,893",7,"57,432","54,288","3,144",6,"50,296"
Indiana-Clay County,Indiana,Clay County,18,21,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"2,451","8,151","5,128","2,558",13,45,28,14,"12,602","11,471","1,131",9,"12,482","11,626",856,7,"47,030"
Indiana-Clinton County,Indiana,Clinton County,18,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"3,294","10,169","5,303","2,796",15,47,25,13,"16,451","15,271","1,180",7,"16,665","15,789",876,5,"47,279"
Indiana-Crawford County,Indiana,Crawford County,18,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1,407","3,483","1,557",887,19,47,21,12,"4,843","4,360",483,10,"4,908","4,529",379,8,"38,014"
Indiana-Daviess County,Indiana,Daviess County,18,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"4,472","8,149","4,767","2,469",23,41,24,12,"14,888","14,042",846,6,"15,149","14,460",689,5,"45,578"
Indiana-Dearborn County,Indiana,Dearborn County,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,728","13,766","10,394","5,954",11,41,31,18,"25,153","23,067","2,086",8,"25,449","23,801","1,648",7,"55,077"
Indiana-Decatur County,Indiana,Decatur County,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,242","8,315","4,464","2,387",13,48,26,14,"13,888","12,947",941,7,"14,254","13,540",714,5,"47,666"
Indiana-DeKalb County,Indiana,DeKalb County,18,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"3,375","11,577","8,396","4,546",12,42,30,16,"20,978","19,463","1,515",7,"21,229","20,099","1,130",5,"50,279"
Indiana-Delaware County,Indiana,Delaware County,18,35,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,"9,328","25,617","20,193","16,012",13,36,28,23,"54,249","49,548","4,701",9,"53,717","49,896","3,821",7,"37,116"
Indiana-Dubois County,Indiana,Dubois County,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,734","11,704","7,698","5,398",13,41,27,19,"21,661","20,501","1,160",5,"22,027","21,112",915,4,"55,606"
Indiana-Elkhart County,Indiana,Elkhart County,18,39,0,0,2,1,1,1,0,1,1,2,2,0,0,0,2,"24,334","45,587","32,159","22,677",20,37,26,18,"99,190","91,900","7,290",7,"102,117","96,812","5,305",5,"46,123"
Indiana-Fayette County,Indiana,Fayette County,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,780","7,113","4,282","1,491",23,43,26,9,"9,041","8,100",941,10,"9,124","8,395",729,8,"40,212"
Indiana-Floyd County,Indiana,Floyd County,18,43,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"6,055","17,489","15,661","11,432",12,35,31,23,"38,573","36,099","2,474",6,"39,447","37,407","2,040",5,"55,844"
Indiana-Fountain County,Indiana,Fountain County,18,45,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,"1,711","5,373","3,288","1,396",15,46,28,12,"8,370","7,555",815,10,"8,224","7,643",581,7,"42,732"
Indiana-Franklin County,Indiana,Franklin County,18,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2,273","6,832","3,607","2,810",15,44,23,18,"10,751","9,846",905,8,"10,846","10,140",706,7,"53,538"
Indiana-Fulton County,Indiana,Fulton County,18,49,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2,242","6,234","3,833","1,793",16,44,27,13,"9,957","9,137",820,8,"9,838","9,216",622,6,"44,337"
Indiana-Gibson County,Indiana,Gibson County,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2,246","9,054","7,754","3,666",10,40,34,16,"18,044","16,977","1,067",6,"18,502","17,654",848,5,"48,579"
Indiana-Grant County,Indiana,Grant County,18,53,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"6,498","18,953","12,234","7,624",14,42,27,17,"32,514","29,562","2,952",9,"32,723","30,439","2,284",7,"39,325"
Indiana-Greene County,Indiana,Greene County,18,55,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,"3,510","9,237","7,244","2,752",15,41,32,12,"13,738","12,365","1,373",10,"13,788","12,688","1,100",8,"43,786"
Indiana-Hamilton County,Indiana,Hamilton County,18,57,0,2,0,0,1,0,2,7,3,4,3,3,3,0,1,"6,693","29,762","45,000","99,958",4,16,25,55,"155,983","148,054","7,929",5,"159,577","153,000","6,577",4,"84,022"
Indiana-Hancock County,Indiana,Hancock County,18,59,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,"3,502","16,660","14,665","12,402",7,35,31,26,"36,105","33,708","2,397",7,"36,754","34,852","1,902",5,"67,738"
Indiana-Harrison County,Indiana,Harrison County,18,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,348","11,816","7,779","4,031",12,44,29,15,"18,722","17,417","1,305",7,"19,135","18,052","1,083",6,"50,321"
Indiana-Hendricks County,Indiana,Hendricks County,18,63,1,0,1,2,0,1,0,0,0,0,1,1,0,1,3,"6,355","29,669","29,985","31,352",7,30,31,32,"78,779","74,173","4,606",6,"80,397","76,644","3,753",5,"68,575"
Indiana-Henry County,Indiana,Henry County,18,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,935","15,659","9,075","5,196",14,45,26,15,"21,333","19,448","1,885",9,"21,527","20,047","1,480",7,"42,133"
Indiana-Howard County,Indiana,Howard County,18,67,0,0,1,0,1,0,0,0,0,3,2,0,1,0,1,"6,371","21,411","17,670","11,328",11,38,31,20,"36,466","33,483","2,983",8,"37,099","34,739","2,360",6,"45,211"
Indiana-Huntington County,Indiana,Huntington County,18,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,838","10,303","7,410","4,177",11,42,30,17,"18,525","17,109","1,416",8,"18,590","17,506","1,084",6,"44,828"
Indiana-Jackson County,Indiana,Jackson County,18,71,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"4,008","13,534","7,255","4,190",14,47,25,14,"20,870","19,514","1,356",7,"21,289","20,212","1,077",5,"49,614"
Indiana-Jasper County,Indiana,Jasper County,18,73,0,0,0,2,0,0,0,3,0,2,0,1,3,0,3,"2,804","9,355","6,408","3,258",13,43,29,15,"15,966","14,717","1,249",8,"16,112","15,013","1,099",7,"53,757"
Indiana-Jay County,Indiana,Jay County,18,75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"2,216","6,795","3,536","1,389",16,49,25,10,"10,036","9,266",770,8,"10,194","9,602",592,6,"41,847"
Indiana-Jefferson County,Indiana,Jefferson County,18,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"3,517","8,336","6,156","3,888",16,38,28,18,"15,295","14,116","1,179",8,"15,196","14,279",917,6,"44,569"
Indiana-Jennings County,Indiana,Jennings County,18,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2,727","8,742","5,327","1,787",15,47,29,10,"13,050","11,847","1,203",9,"13,072","12,180",892,7,"44,554"
Indiana-Johnson County,Indiana,Johnson County,18,81,0,1,0,1,1,0,0,0,0,3,1,0,0,0,0,"8,344","32,165","27,397","24,853",9,35,30,27,"73,774","69,140","4,634",6,"75,262","71,472","3,790",5,"58,936"
Indiana-Knox County,Indiana,Knox County,18,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3,453","9,278","8,723","3,533",14,37,35,14,"18,648","17,390","1,258",7,"18,845","17,845","1,000",5,"44,091"
Indiana-Kosciusko County,Indiana,Kosciusko County,18,85,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,"7,193","19,628","13,646","10,311",14,39,27,20,"39,777","37,151","2,626",7,"40,312","38,323","1,989",5,"51,603"
Indiana-LaGrange County,Indiana,LaGrange County,18,87,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"8,008","6,631","4,332","2,178",38,31,20,10,"17,572","16,521","1,051",6,"18,154","17,328",826,5,"51,810"
Indiana-Lake County,Indiana,Lake County,18,89,1,1,1,1,1,5,2,5,3,5,2,7,5,5,6,"42,348","117,410","101,294","64,349",13,36,31,20,"230,405","209,286","21,119",9,"231,350","212,714","18,636",8,"48,341"
Indiana-LaPorte County,Indiana,LaPorte County,18,91,0,0,3,1,2,2,3,4,5,4,5,6,3,9,4,"10,357","30,420","22,681","13,257",14,40,30,17,"49,025","44,425","4,600",9,"48,934","45,155","3,779",8,"46,610"
Indiana-Lawrence County,Indiana,Lawrence County,18,93,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,"5,082","13,262","9,203","4,374",16,42,29,14,"20,693","18,590","2,103",10,"20,463","18,786","1,677",8,"44,435"
Indiana-Madison County,Indiana,Madison County,18,95,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,"11,653","35,857","26,914","14,883",13,40,30,17,"58,133","52,708","5,425",9,"58,691","54,498","4,193",7,"41,117"
Indiana-Marion County,Indiana,Marion County,18,97,5,1,1,0,3,2,4,1,0,0,0,5,4,4,3,"91,366","172,066","165,915","161,876",15,29,28,27,"463,106","424,410","38,696",8,"468,845","438,483","30,362",7,"41,478"
Indiana-Marshall County,Indiana,Marshall County,18,99,0,1,0,1,0,1,0,1,1,1,0,8,1,4,7,"4,812","12,438","8,402","5,118",16,40,27,17,"23,161","21,429","1,732",8,"23,669","22,346","1,323",6,"45,855"
Indiana-Martin County,Indiana,Martin County,18,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,219","2,837","2,294",770,17,40,32,11,"4,957","4,642",315,6,"4,968","4,702",266,5,"46,839"
Indiana-Miami County,Indiana,Miami County,18,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"4,195","10,636","7,598","2,672",17,42,30,11,"15,641","14,266","1,375",9,"15,760","14,692","1,068",7,"43,694"
Indiana-Monroe County,Indiana,Monroe County,18,105,1,2,2,1,4,0,0,1,0,1,3,0,1,0,0,"6,178","17,944","19,231","33,290",8,23,25,43,"66,755","62,163","4,592",7,"67,249","63,342","3,907",6,"42,404"
Indiana-Montgomery County,Indiana,Montgomery County,18,107,0,1,0,0,0,0,0,0,2,0,3,4,2,0,1,"3,096","11,368","6,415","4,521",12,45,25,18,"18,422","17,096","1,326",7,"18,633","17,601","1,032",6,"50,889"
Indiana-Morgan County,Indiana,Morgan County,18,109,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,"5,878","19,359","13,974","7,511",13,41,30,16,"34,865","32,227","2,638",8,"35,384","33,319","2,065",6,"56,491"
Indiana-Newton County,Indiana,Newton County,18,111,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,"1,425","4,769","2,752",833,15,49,28,9,"6,910","6,294",616,9,"6,915","6,429",486,7,"53,715"
Indiana-Noble County,Indiana,Noble County,18,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"5,169","12,799","8,837","4,067",17,41,29,13,"22,661","20,982","1,679",7,"23,104","21,879","1,225",5,"48,789"
Indiana-Ohio County,Indiana,Ohio County,18,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,"2,093","1,094",579,15,47,25,13,"3,164","2,905",259,8,"3,218","2,996",222,7,"50,518"
Indiana-Orange County,Indiana,Orange County,18,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,617","5,909","3,124","1,684",20,44,23,13,"8,712","7,859",853,10,"8,534","7,874",660,8,"39,411"
Indiana-Owen County,Indiana,Owen County,18,119,0,0,0,0,0,0,0,0,1,0,2,2,0,4,1,"2,502","6,798","3,929","1,639",17,46,26,11,"9,638","8,677",961,10,"9,635","8,859",776,8,"42,994"
Indiana-Parke County,Indiana,Parke County,18,121,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,"2,088","4,906","3,454","1,657",17,41,29,14,"6,927","6,289",638,9,"6,951","6,465",486,7,"41,964"
Indiana-Perry County,Indiana,Perry County,18,123,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,"2,189","6,361","3,624","1,494",16,47,27,11,"8,865","8,180",685,8,"9,157","8,614",543,6,"45,722"
Indiana-Pike County,Indiana,Pike County,18,125,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"1,280","4,322","2,386","1,012",14,48,27,11,"6,272","5,842",430,7,"6,447","6,118",329,5,"45,679"
Indiana-Porter County,Indiana,Porter County,18,127,0,0,0,3,4,5,1,5,5,10,7,15,15,19,16,"9,469","38,870","34,091","28,032",9,35,31,25,"83,242","77,232","6,010",7,"83,829","78,511","5,318",6,"64,530"
Indiana-Posey County,Indiana,Posey County,18,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,396","6,946","5,626","3,604",8,40,32,21,"12,967","12,138",829,6,"13,172","12,529",643,5,"58,477"
Indiana-Pulaski County,Indiana,Pulaski County,18,131,0,0,1,1,0,1,0,1,0,1,3,0,0,0,1,"1,333","4,104","2,426","1,183",15,45,27,13,"6,151","5,720",431,7,"6,189","5,851",338,6,"44,821"
Indiana-Putnam County,Indiana,Putnam County,18,133,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"3,468","10,181","6,989","3,990",14,41,28,16,"16,148","14,776","1,372",9,"16,357","15,287","1,070",7,"51,052"
Indiana-Randolph County,Indiana,Randolph County,18,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,634","7,894","5,020","2,209",15,44,28,12,"12,525","11,430","1,095",9,"12,542","11,717",825,7,"41,057"
Indiana-Ripley County,Indiana,Ripley County,18,137,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2,611","8,799","4,662","3,029",14,46,24,16,"13,662","12,477","1,185",9,"13,641","12,726",915,7,"47,495"
Indiana-Rush County,Indiana,Rush County,18,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1,516","5,728","2,703","1,769",13,49,23,15,"8,296","7,695",601,7,"8,524","8,047",477,6,"46,910"
Indiana-St. Joseph County,Indiana,St. Joseph County,18,141,1,2,3,1,3,1,2,4,6,10,5,10,10,16,21,"20,877","55,182","49,826","45,477",12,32,29,27,"127,325","116,159","11,166",9,"128,906","120,259","8,647",7,"40,978"
Indiana-Scott County,Indiana,Scott County,18,143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"3,461","6,617","4,307","1,874",21,41,26,12,"10,240","9,334",906,9,"10,369","9,674",695,7,"43,650"
Indiana-Shelby County,Indiana,Shelby County,18,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,370","12,862","8,538","4,477",14,43,28,15,"22,332","20,727","1,605",7,"22,714","21,435","1,279",6,"49,657"
Indiana-Spencer County,Indiana,Spencer County,18,147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1,969","6,408","3,938","2,264",14,44,27,16,"10,696","9,976",720,7,"10,753","10,185",568,5,"50,533"
Indiana-Starke County,Indiana,Starke County,18,149,0,2,0,0,0,0,0,0,3,2,6,2,5,5,4,"2,816","6,837","4,238","1,952",18,43,27,12,"10,215","9,244",971,10,"10,246","9,485",761,7,"39,552"
Indiana-Steuben County,Indiana,Steuben County,18,151,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2,591","9,077","6,775","4,441",11,40,30,19,"19,399","18,128","1,271",7,"19,930","18,924","1,006",5,"46,275"
Indiana-Sullivan County,Indiana,Sullivan County,18,153,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,207","6,216","4,575","1,977",15,42,31,13,"8,738","7,926",812,9,"8,687","8,045",642,7,"41,978"
Indiana-Switzerland County,Indiana,Switzerland County,18,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,227","3,297","1,793",693,18,47,26,10,"4,886","4,525",361,7,"4,824","4,541",283,6,"43,243"
Indiana-Tippecanoe County,Indiana,Tippecanoe County,18,157,1,0,0,1,1,2,1,3,1,2,0,2,3,1,4,"8,915","27,212","25,735","34,383",9,28,27,36,"89,784","83,764","6,020",7,"91,071","86,421","4,650",5,"47,808"
Indiana-Tipton County,Indiana,Tipton County,18,159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1,253","4,593","3,449","1,830",11,41,31,16,"7,992","7,430",562,7,"8,144","7,699",445,6,"53,185"
Indiana-Union County,Indiana,Union County,18,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,"1,962","1,394",921,15,39,28,18,"3,527","3,269",258,7,"3,581","3,379",202,6,"45,411"
Indiana-Vanderburgh County,Indiana,Vanderburgh County,18,163,1,2,1,1,2,0,0,2,2,3,2,0,2,0,0,"12,953","41,815","38,089","27,047",11,35,32,23,"91,031","84,500","6,531",7,"92,094","87,043","5,051",6,"42,014"
